trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
-0.0227464,-0.136901,-0.268863,-0.00576973,-0.00109652,-0.000525545,0,0,0,0,0,0,0.00051739871,0.018741884,0.072287313,3.3289784e-05,1.2023561e-06,2.7619755e-07,0,0,0,0,0,0,0.119927,0.19450552,0.21458954,-0.12069066,-0.012056296
-0.0228309,-0.0684326,-0.224674,-0.00618659,-0.00106327,-0.000404702,-8.45e-05,0.0684684,0.044189,-0.00041686,3.325e-05,0.000120843,0.00052124999,0.0046830207,0.050478406,3.8273896e-05,1.1305431e-06,1.6378371e-07,7.14025e-09,0.0046879218,0.0019526677,1.7377226e-07,1.1055625e-09,1.4603031e-08,0.0084380914,0.052294298,0.045591428,-0.0089180299,-0.02037043
0.00408029,-0.0958524,-0.165694,-0.00498812,-0.000762493,-0.000491373,0.02691119,-0.0274198,0.05898,0.00119847,0.000300777,-8.6671e-05,1.6648766e-05,0.0091876826,0.027454502,2.4881341e-05,5.8139558e-07,2.4144743e-07,0.00072421215,0.00075184543,0.0034786404,1.4363303e-06,9.0466804e-08,7.5118622e-09,-0.0048886268,-0.0025452432,0.01932764,-0.012085556,-0.035923879
-0.0228365,-0.0228078,-0.142567,-0.00308248,-0.000760463,-0.000770124,-0.02691679,0.0730446,0.023127,0.00190564,2.03e-06,-0.000278751,0.00052150573,0.00052019574,0.020325349,9.501683e-06,5.7830397e-07,5.9309098e-07,0.00072451358,0.0053355136,0.00053485813,3.6314638e-06,4.1209e-12,7.770212e-08,-0.069817495,-0.0099024988,0.083485785,-0.067773389,-0.051355783
-0.0145044,-7.36958e-05,-0.110201,-0.00245003,-0.000504003,-0.000770124,0.0083321,0.022734104,0.032366,0.00063245,0.00025646,0,0.00021037762,5.4310709e-09,0.01214426,6.002647e-06,2.5401902e-07,5.9309098e-07,6.942389e-05,0.00051683949,0.001047558,3.99993e-07,6.5771732e-08,0,-0.067401835,-0.054132216,-0.072165394,-0.016202092,0.0052010859
-0.0306332,-0.0646315,-0.150047,-0.00245003,-0.000929166,-0.00109671,-0.0161288,-0.064557804,-0.039846,0,-0.000425163,-0.000326586,0.00093839294,0.0041772308,0.022514102,6.002647e-06,8.6334946e-07,1.2027728e-06,0.00026013819,0.0041677101,0.0015877037,0,1.8076358e-07,1.0665842e-07,-0.024539928,-0.030465358,-0.093065186,0.0023282998,0.034068002
-0.0229145,0.0219677,-0.131378,-0.00302893,-0.000929166,-0.00120005,0.0077187,0.0865992,0.018669,-0.0005789,0,-0.00010334,0.00052507431,0.00048257984,0.017260179,9.1744169e-06,8.6334946e-07,1.44012e-06,5.957833e-05,0.0074994214,0.00034853156,3.3512521e-07,0,1.0679156e-08,-0.037143994,-0.0041321277,-7.5423e-05,-0.043004042,0.032155558
-0.0229145,-0.0919281,-0.124968,-0.00159659,-0.000929166,-0.00120005,0,-0.1138958,0.00641,0.00143234,0,0,0.00052507431,0.0084507756,0.015617001,2.5490996e-06,8.6334946e-07,1.44012e-06,0,0.012972253,4.10881e-05,2.0515979e-06,0,0,-0.014378907,-0.012782429,-0.064845812,0.042987074,0.020169641
-0.0392734,0.00727906,-0.145201,-0.00262852,-0.00024417,-0.000935429,-0.0163589,0.09920716,-0.020233,-0.00103193,0.000684996,0.000264621,0.0015423999,5.2984714e-05,0.02108333,6.9091174e-06,5.9618989e-08,8.7502741e-07,0.00026761361,0.0098420606,0.00040937429,1.0648795e-06,4.6921952e-07,7.0024274e-08,0.0081497941,-0.0046146519,-0.079918351,0.0023363142,-0.014522129
-0.0393842,-0.0563395,-0.231111,-0.00233667,-0.000929166,-0.000667818,-0.0001108,-0.06361856,-0.08591,0.00029185,-0.000684996,0.000267611,0.0015511152,0.0031741393,0.053412294,5.4600267e-06,8.6334946e-07,4.4598088e-07,1.227664e-08,0.0040473212,0.0073805281,8.5176423e-08,4.6921952e-07,7.1615647e-08,0.057871408,0.03886398,-0.08311944,0.023625416,-0.031848278
