trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
-0.0252991,0.0172778,0.00754128,0.00172542,-0.00167361,0.000731451,0,0,0,0,0,0,0.00064004446,0.00029852237,5.6870904e-05,2.9770742e-06,2.8009704e-06,5.3502057e-07,0,0,0,0,0,0,0.46380966,-0.39516124,0.41192349,-0.053353117,0.2526355
-0.0351094,0.0112925,8.50366e-05,0.00226575,-0.00166912,0.000820118,-0.0098103,-0.0059853,-0.0074562434,0.00054033,4.49e-06,8.8667e-05,0.00123267,0.00012752056,7.2312233e-09,5.1336231e-06,2.7859616e-06,6.7259353e-07,9.6241986e-05,3.5823816e-05,5.5595566e-05,2.9195651e-07,2.01601e-11,7.8618369e-09,0.14281199,-0.11266779,0.1146652,-0.017645483,0.11717946
-0.0274991,0.0589467,0.0340218,0.00153231,-0.00115581,0.000728989,0.0076103,0.0476542,0.033936763,-0.00073344,0.00051331,-9.1129e-05,0.0007562005,0.0034747134,0.0011574829,2.3479739e-06,1.3358968e-06,5.3142496e-07,5.7916666e-05,0.0022709228,0.0011517039,5.3793423e-07,2.6348716e-07,8.3044946e-09,0.12070393,-0.066800408,-0.027693742,0.025911003,0.075915392
-0.0196116,-0.0166153,0.032446,0.00147871,-0.00134733,0.000710014,0.0078875,-0.075562,-0.0015758,-5.36e-05,-0.00019152,-1.8975e-05,0.00038461485,0.00027606819,0.0010527429,2.1865833e-06,1.8152981e-06,5.0411988e-07,6.2212656e-05,0.0057096158,2.4831456e-06,2.87296e-09,3.667991e-08,3.6005063e-10,-0.053261182,0.036352299,-0.014254326,0.034438196,0.043588931
-0.0286217,0.0722436,0.0176901,0.00102799,-0.00150269,0.00077013,-0.0090101,0.0888589,-0.0147559,-0.00045072,-0.00015536,6.0116e-05,0.00081920171,0.0052191377,0.00031293964,1.0567634e-06,2.2580772e-06,5.9310022e-07,8.1181902e-05,0.0078959041,0.00021773658,2.0314852e-07,2.413673e-08,3.6139335e-09,-0.054752317,-0.029652329,-0.046112705,0.14296884,0.017740299
-0.0475399,0.048916,0.0377055,0.000769797,-0.00150269,0.000487634,-0.0189182,-0.0233276,0.0200154,-0.000258193,0,-0.000282496,0.0022600421,0.0023927751,0.0014217047,5.9258742e-07,2.2580772e-06,2.3778692e-07,0.00035789829,0.00054417692,0.00040061624,6.6663625e-08,0,7.980399e-08,0.0298995,0.021358285,-0.024171973,0.13802141,-0.16981339
-0.0303756,-0.0979412,0.0363481,0.00141472,-0.00104141,0.000558875,0.0171643,-0.1468572,-0.0013574,0.000644923,0.00046128,7.1241e-05,0.00092267708,0.0095924787,0.0013211844,2.0014327e-06,1.0845348e-06,3.1234127e-07,0.00029461319,0.021567037,1.8425348e-06,4.1592568e-07,2.1277924e-07,5.0752801e-09,-0.042696477,0.1050507,0.04772723,0.0030843325,-0.16525709
-0.0168635,0.0503043,-0.0175025,0.000263022,-0.00104141,0.000569518,0.0135121,0.1482455,-0.0538506,-0.001151698,0,1.0643e-05,0.00028437763,0.0025305226,0.00030633751,6.9180572e-08,1.0845348e-06,3.2435075e-07,0.00018257685,0.021976728,0.0028998871,1.3264083e-06,0,1.1327345e-10,-0.12733261,-0.063644315,-0.035606193,-0.097052996,-0.044737337
-0.0169014,-0.00404713,-0.00845202,0.00110495,-0.000260554,0.00046643,-3.79e-05,-0.05435143,0.00905048,0.000841928,0.000780856,-0.000103088,0.00028565732,1.6379261e-05,7.1436642e-05,1.2209145e-06,6.7888387e-08,2.1755694e-07,1.43641e-09,0.0029540779,8.1911188e-05,7.0884276e-07,6.0973609e-07,1.0627136e-08,0.0080644334,0.098668921,0.0005542964,-0.09210747,-0.033113581
-0.0169528,-0.0784281,0.0230555,0.0017242,-0.000539383,0.000531728,-5.14e-05,-0.07438097,0.03150752,0.00061925,-0.000278829,6.5298e-05,0.00028739743,0.0061509669,0.00053155608,2.9728656e-06,2.9093402e-07,2.8273467e-07,2.64196e-09,0.0055325287,0.00099272382,3.8347056e-07,7.7745611e-08,4.2638288e-09,-0.06259575,0.070671911,-0.027207926,-0.02543629,0.0914459
-0.0168378,0.0752236,-0.0031033,0.00019864,-0.000729403,0.000610305,0.000115,0.1536517,-0.0261588,-0.00152556,-0.00019002,7.8577e-05,0.00028351151,0.00565859,9.6304709e-06,3.945785e-08,5.3202874e-07,3.7247219e-07,1.3225e-08,0.023608845,0.00068428282,2.3273333e-06,3.61076e-08,6.1743449e-09,-0.029590858,-0.056201164,-0.11838854,0.098609176,0.028788119
-0.0169291,-0.0790096,-0.0168218,0.00121317,-0.0002511,0.000462017,-9.13e-05,-0.1542332,-0.0137185,0.00101453,0.000478303,-0.000148288,0.00028659443,0.0062425169,0.00028297296,1.4717814e-06,6.305121e-08,2.1345971e-07,8.33569e-09,0.02378788,0.00018819724,1.0292711e-06,2.2877376e-07,2.1989331e-08,0.055489047,0.13198012,-0.026538158,0.067483454,-0.11632103
0.00651335,-0.0756007,-0.0168373,0.000835341,-0.000363167,0.00036353,0.02344245,0.0034089,-1.55e-05,-0.000377829,-0.000112067,-9.8487e-05,4.2423728e-05,0.0057154658,0.00028349467,6.9779459e-07,1.3189027e-07,1.3215406e-07,0.00054954846,1.1620599e-05,2.4025e-10,1.4275475e-07,1.2559012e-08,9.6996892e-09,-0.12735851,-0.013767346,0.018561098,-0.063438365,-0.12343034
-0.00861717,0.0736572,-0.0168561,0.000672871,-0.0002511,0.000268256,-0.01513052,0.1492579,-1.88e-05,-0.00016247,0.000112067,-9.5274e-05,7.4255619e-05,0.0054253831,0.00028412811,4.5275538e-07,6.305121e-08,7.1961282e-08,0.00022893264,0.022277921,3.5344e-10,2.6396501e-08,1.2559012e-08,9.0771351e-09,-0.073072592,0.013393649,-0.053030153,-0.11624074,-0.032248644
-0.0065029,-0.0517141,-0.0109861,0.00108022,-0.0002511,0.00037548,0.00211427,-0.1253713,0.00587,0.000407349,0,0.000107224,4.2287708e-05,0.0026743481,0.00012069439,1.1668752e-06,6.305121e-08,1.4098523e-07,4.4701376e-06,0.015717963,3.44569e-05,1.6593321e-07,0,1.1496986e-08,0.079829775,0.1602256,0.024847043,-0.037787653,0.0506472
0.00643714,-0.0727343,-0.0168823,0.00033211,-0.000185044,0.000507732,0.01294004,-0.0210202,-0.0058962,-0.00074811,6.6056e-05,0.000132252,4.1436771e-05,0.0052902784,0.00028501205,1.1029705e-07,3.4241282e-08,2.5779178e-07,0.00016744464,0.00044184881,3.4765174e-05,5.5966857e-07,4.3633951e-09,1.7490592e-08,-0.068371471,0.043969487,-0.095018899,0.05385158,0.051995556
-0.00542158,0.0657355,-0.0168873,-0.000129332,-0.00059211,0.000247146,-0.01185872,0.1384698,-5e-06,-0.000461442,-0.000407066,-0.000260586,2.939353e-05,0.004321156,0.0002851809,1.6726766e-08,3.5059425e-07,6.1081145e-08,0.00014062924,0.019173886,2.5e-11,2.1292872e-07,1.6570273e-07,6.7905063e-08,-0.057190073,-0.066233927,-0.037786276,0.087369554,-0.082928183
0.00648323,-0.0678962,0.00459222,0.00101251,-0.000106241,0.000163109,0.01190481,-0.1336317,0.02147952,0.001141842,0.000485869,-8.4037e-05,4.2032271e-05,0.004609894,2.1088485e-05,1.0251765e-06,1.128715e-08,2.6604546e-08,0.0001417245,0.017857431,0.00046136978,1.3038032e-06,2.3606869e-07,7.0622174e-09,-0.011131789,0.076521871,0.059810707,-0.030734429,-0.14639357
0.00649174,-0.0561892,-0.0130298,0.00068406,-0.000167987,0.000199785,8.51e-06,0.011707,-0.01762202,-0.00032845,-6.1746e-05,3.6676e-05,4.2142688e-05,0.0031572262,0.00016977569,4.6793808e-07,2.8219632e-08,3.9914046e-08,7.24201e-11,0.00013705385,0.00031053559,1.078794e-07,3.8125685e-09,1.345129e-09,-0.13018789,0.023064143,0.024391526,-0.07009795,0.036496417
0.0003578,0.0569954,-0.00926868,-5.57404e-05,-0.0003407,0.000156175,-0.00613394,0.1131846,0.00376112,-0.0007398004,-0.000172713,-4.361e-05,1.2802084e-07,0.0032484756,8.5908429e-05,3.1069922e-09,1.1607649e-07,2.4390631e-08,3.762522e-05,0.012810754,1.4146024e-05,5.4730463e-07,2.982978e-08,1.9018321e-09,-0.0045565171,0.047986058,-0.047880565,-0.031170829,0.062629135
0.00119736,-0.00310893,-0.00858222,0.000196993,-0.000167987,0,0.00083956,-0.06010433,0.00068646,0.0002527334,0.000172713,-0.000156175,1.433671e-06,9.6654457e-06,7.36545e-05,3.8806242e-08,2.8219632e-08,0,7.0486099e-07,0.0036125305,4.7122733e-07,6.3874171e-08,2.982978e-08,2.4390631e-08,0.1518047,0.053130305,-0.047537969,0.064273722,-0.028425057
0.00652776,-0.0454447,-0.0166054,0.000427781,3.64672e-05,0,0.0053304,-0.04233577,-0.00802318,0.000230788,0.0002044542,0,4.2611651e-05,0.0020652208,0.00027573931,1.8299658e-07,1.3298567e-09,0,2.8413164e-05,0.0017923174,6.4371417e-05,5.3263101e-08,4.180152e-08,0,0.037571364,0.12943973,-0.090360074,0.0409708,-0.038675944
0.0220471,0.0372903,-0.056879,-6.08128e-05,-0.000167987,0,0.01551934,0.082735,-0.0402736,-0.0004885938,-0.0002044542,0,0.00048607462,0.0013905665,0.0032352206,3.6981966e-09,2.8219632e-08,0,0.00024084991,0.0068450802,0.0016219629,2.387239e-07,4.180152e-08,0,0.03003304,-0.054186435,-0.14199045,-0.033846973,-0.13282609
0.00652223,0.0589394,-0.0358834,-0.000204913,8.85861e-05,0,-0.01552487,0.0216491,0.0209956,-0.0001441002,0.0002565731,0,4.2539484e-05,0.0034738529,0.0012876184,4.1989338e-08,7.8474971e-09,0,0.00024102159,0.00046868353,0.00044081522,2.0764868e-08,6.5829756e-08,0,0.01857497,-0.074808852,-0.10671424,-0.12422871,-0.10089476
0.00655789,-0.0870862,-0.0436619,0.000516197,0.000674118,0,3.566e-05,-0.1460256,-0.0077785,0.00072111,0.0005855319,0,4.3005921e-05,0.0075840062,0.0019063615,2.6645934e-07,4.5443508e-07,0,1.2716356e-09,0.021323476,6.0505062e-05,5.1999963e-07,3.4284761e-07,0,-0.039625043,0.11740178,-0.01360062,-0.079298485,-0.01984979
0.0192693,-0.0193252,-0.0664208,-8.7387e-05,0.000395478,0,0.01271141,0.067761,-0.0227589,-0.000603584,-0.00027864,0,0.00037130592,0.00037346336,0.0044117227,7.6364878e-09,1.5640285e-07,0,0.00016157994,0.0045915531,0.00051796753,3.6431365e-07,7.764025e-08,0,-0.10012374,-0.039515845,-0.0340875,-0.055764308,0.078551452
0.0118142,0.0215067,-0.0699805,3.16596e-05,0.000547137,3.30872e-24,-0.0074551,0.0408319,-0.0035597,0.0001190466,0.000151659,3.30872e-24,0.00013957532,0.00046253814,0.0048972704,1.0023303e-09,2.993589e-07,1.0947628e-47,5.5578516e-05,0.0016672441,1.2671464e-05,1.4172093e-08,2.3000452e-08,1.0947628e-47,-0.052722367,0.019719959,-0.011783749,-0.027518325,0.072633281
0.00654241,-0.0405092,-0.0567124,-0.000675843,0.000548137,0,-0.00527179,-0.0620159,0.0132681,-0.0007075026,1e-06,-3.30872e-24,4.2803129e-05,0.0016409953,0.0032162963,4.5676376e-07,3.0045417e-07,0,2.779177e-05,0.0038459719,0.00017604248,5.0055993e-07,1e-12,1.0947628e-47,0.019647138,0.0064801302,-0.081000998,0.083672682,0.06661662
0.00175591,0.271481,-0.0563612,-0.00190124,0.000395478,-0.000234168,-0.0047865,0.3119902,0.0003512,-0.001225397,-0.000152659,-0.000234168,3.0832199e-06,0.073701933,0.0031765849,3.6147135e-06,1.5640285e-07,5.4834652e-08,2.2910582e-05,0.097337885,1.2334144e-07,1.5015978e-06,2.330477e-08,5.4834652e-08,-0.10716522,-0.23195116,-0.089800458,0.11920763,0.061552839
0.0431195,-0.412322,-0.0963054,-6.36883e-05,0.00144203,-0.000837633,0.04136359,-0.683803,-0.0399442,0.0018375517,0.001046552,-0.000603465,0.0018592913,0.17000943,0.0092747301,4.0561996e-09,2.0794505e-06,7.0162904e-07,0.0017109466,0.46758654,0.0015955391,3.3765963e-06,1.0952711e-06,3.6417001e-07,-0.037938007,0.11023827,0.072183982,-0.0008232226,0.020365355
0.0165416,0.0660129,-0.0786367,6.41571e-06,0.00144203,-0.000713541,-0.0265779,0.4783349,0.0176687,7.010401e-05,0,0.000124092,0.00027362453,0.004357703,0.0061837306,4.1161335e-11,2.0794505e-06,5.0914076e-07,0.00070638477,0.22880428,0.00031218296,4.9145722e-09,0,1.5398824e-08,0.059111535,-0.068429331,-0.12344086,0.12446287,-0.0017816524
-0.000591594,-0.00750135,-0.0924897,-0.000698507,0.00100651,-0.000747869,-0.017133194,-0.07351425,-0.013853,-0.00070492271,-0.00043552,-3.4328e-05,3.4998346e-07,5.6270252e-05,0.0085543446,4.8791203e-07,1.0130624e-06,5.5930804e-07,0.00029354634,0.005404345,0.00019190561,4.9691603e-07,1.8967767e-07,1.1784116e-09,-0.051734081,0.011357113,-0.030215706,0.015541506,-0.049596929
-0.000379936,-0.137739,-0.0325168,7.43681e-05,0.00121533,-0.000558427,0.000211658,-0.13023765,0.0599729,0.0007728751,0.00020882,0.000189442,1.4435136e-07,0.018972032,0.0010573423,5.5306143e-09,1.477027e-06,3.1184071e-07,4.4799109e-08,0.016961845,0.0035967487,5.9733592e-07,4.3605792e-08,3.5888271e-08,-0.0084326857,0.0019118021,0.14860716,0.078647223,-0.064881979
-0.000679743,0.0948316,-0.0620915,-0.000682519,0.00109946,-0.000558427,-0.000299807,0.2325706,-0.0295747,-0.0007568871,-0.00011587,0,4.6205055e-07,0.0089930324,0.0038553544,4.6583219e-07,1.2088123e-06,3.1184071e-07,8.9884237e-08,0.054089084,0.00087466288,5.7287808e-07,1.3425857e-08,0,-0.16444273,-0.24091641,0.22173319,-0.016698378,-0.01953724
0.0131148,-0.178147,-0.0138448,-2.96439e-05,0.00168042,-0.000558427,0.013794543,-0.2729786,0.0482467,0.0006528751,0.00058096,0,0.00017199798,0.031736354,0.00019167849,8.7876081e-10,2.8238114e-06,3.1184071e-07,0.00019028942,0.074517316,0.0023277441,4.262459e-07,3.3751452e-07,0,-0.06881945,0.14860991,0.24568255,-0.028978552,0.0086973574
0.00441136,0.00859443,-0.0337181,-0.000557266,0.00141753,-0.000630543,-0.00870344,0.18674143,-0.0198733,-0.0005276221,-0.00026289,-7.2116e-05,1.9460097e-05,7.3864227e-05,0.0011369103,3.1054539e-07,2.0093913e-06,3.9758447e-07,7.5749868e-05,0.034872362,0.00039494805,2.7838508e-07,6.9111152e-08,5.2007175e-09,-0.12479958,-0.039108077,0.12820054,0.013413762,0.17688601
0.00122083,-0.0742802,-0.0335406,-0.000623461,0.00155807,-0.000910651,-0.00319053,-0.08287463,0.0001775,-6.6195e-05,0.00014054,-0.000280108,1.4904259e-06,0.0055175481,0.0011249718,3.8870362e-07,2.4275821e-06,8.2928524e-07,1.0179482e-05,0.0068682043,3.150625e-08,4.381778e-09,1.9751492e-08,7.8460492e-08,0.050976832,0.12354031,0.073687715,0.057436414,0.1100043
0.0164031,-0.0525129,-0.0562025,-0.000737079,0.00145519,-0.00075518,0.01518227,0.0217673,-0.0226619,-0.000113618,-0.00010288,0.000155471,0.00026906169,0.0027576047,0.003158721,5.4328545e-07,2.1175779e-06,5.7029683e-07,0.00023050132,0.00047381535,0.00051356171,1.290905e-08,1.0584294e-08,2.4171232e-08,-0.043903589,0.077105046,0.021511988,0.084456196,0.088172899
0.0118433,0.0443619,-0.073358,-0.00116684,0.00139207,-0.000826386,-0.0045598,0.0968748,-0.0171555,-0.000429761,-6.312e-05,-7.1206e-05,0.00014026375,0.0019679782,0.0053813962,1.3615156e-06,1.9378589e-06,6.8291382e-07,2.0791776e-05,0.0093847269,0.00029431118,1.8469452e-07,3.9841344e-09,5.0702944e-09,-0.015300576,0.033958523,0.024969273,0.068849496,-0.036443009
0.0164266,-0.108491,-0.0732487,-0.000783664,0.00145792,-0.00082429,0.0045833,-0.1528529,0.0001093,0.000383176,6.585e-05,2.096e-06,0.00026983319,0.011770297,0.0053653721,6.1412926e-07,2.1255307e-06,6.79454e-07,2.1006639e-05,0.023364009,1.194649e-08,1.4682385e-07,4.3362225e-09,4.393216e-12,-0.08589493,0.0022521058,0.076040013,0.021962455,-0.02098366
