trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
-0.0141664,-0.0175785,0.0534244,-0.000807548,-5.29396e-23,0.000507947,0,0,0,0,0,0,0.00020068689,0.00030900366,0.0028541665,6.5213377e-07,2.8026012e-45,2.5801015e-07,0,0,0,0,0,0,-0.14073561,-0.16920529,0.099485668,-0.087396562,-0.060343632
-0.00698888,1.43138e-05,0.0598238,-0.000478986,-0,0.000520218,0.00717752,0.017592814,0.0063994,0.000328562,5.29396e-23,1.2271e-05,4.8844444e-05,2.0488487e-10,0.003578887,2.2942759e-07,0,2.7062677e-07,5.1516793e-05,0.0003095071,4.095232e-05,1.0795299e-07,2.8026012e-45,1.5057744e-10,-0.095925387,-0.048827253,-0.024042735,-0.038255868,-0.053530347
-5.88512e-05,0.0275998,0.0269493,-0.000452619,0.000215859,0.000616895,0.0069300288,0.027585486,-0.0328745,2.6367e-05,0.000215859,9.6677e-05,3.4634637e-09,0.00076174896,0.00072626477,2.0486396e-07,4.6595108e-08,3.8055944e-07,4.8025299e-05,0.00076095905,0.0010807328,6.9521869e-10,4.6595108e-08,9.3464423e-09,-0.048456712,0.025716273,-0.056627825,0.021413757,-0.069210241
-0.00402727,-0.0327932,0.0891962,-0.000339432,0.000214872,0.000425512,-0.0039684188,-0.060393,0.0622469,0.000113187,-9.87e-07,-0.000191383,1.6218904e-05,0.001075394,0.0079559621,1.1521408e-07,4.6169976e-08,1.8106046e-07,1.5748348e-05,0.0036473144,0.0038746766,1.2811297e-08,9.74169e-13,3.6627453e-08,-0.055776157,0.034478104,0.079154014,0.010753056,-0.057103085
0.0208962,0.0352867,0.0215076,-0.000587965,0.000419889,0.000616895,0.02492347,0.0680799,-0.0676886,-0.000248533,0.000205017,0.000191383,0.00043665117,0.0012451512,0.00046257686,3.4570284e-07,1.7630677e-07,3.8055944e-07,0.00062117936,0.0046348728,0.0045817466,6.1768652e-08,4.203197e-08,3.6627453e-08,-0.039197277,0.031349329,-0.049819826,0.020075843,-0.052211646
0.00249036,-0.0798487,-0.159259,7.17957e-05,-1.28937e-05,0.000396584,-0.01840584,-0.1151354,-0.1807666,0.0006597607,-0.0004327827,-0.000220311,6.2018929e-06,0.0063758149,0.025363429,5.1546225e-09,1.662475e-10,1.5727887e-07,0.00033877495,0.01325616,0.032676564,4.3528418e-07,1.8730087e-07,4.8536937e-08,-0.059726278,0.0025267375,0.140093,-0.098993634,-0.068038107
0.0135122,-0.027192,-0.00650075,0.00107214,0.000144642,0.00076108,0.01102184,0.0526567,0.15275825,0.0010003443,0.0001575357,0.000364496,0.00018257955,0.00073940486,4.2259751e-05,1.1494842e-06,2.0921308e-08,5.7924277e-07,0.00012148096,0.0027727281,0.023335083,1.0006887e-06,2.4817497e-08,1.3285733e-07,-0.066050629,0.0012087619,0.024193662,-0.049870983,-0.068299114
0.0127605,0.00218557,-0.00892553,0.000876159,0.000382673,0.000651192,-0.0007517,0.02937757,-0.00242478,-0.000195981,0.000238031,-0.000109888,0.00016283036,4.7767162e-06,7.9665086e-05,7.6765459e-07,1.4643862e-07,4.2405102e-07,5.6505289e-07,0.00086304162,5.879558e-06,3.8408552e-08,5.6658757e-08,1.2075373e-08,-0.067432492,-0.0092192207,-0.064000992,-0.018067837,-0.070510784
0.0106132,-0.00470693,0.0429822,0.000841206,-0.000156019,0.000796971,-0.0021473,-0.0068925,0.05190773,-3.4953e-05,-0.000538692,0.000145779,0.00011264001,2.215519e-05,0.0018474695,7.0762753e-07,2.4341928e-08,6.3516277e-07,4.6108973e-06,4.7506556e-05,0.0026944124,1.2217122e-09,2.9018907e-07,2.1251517e-08,-0.064411308,-0.011112451,-0.065928918,-0.0017533744,-0.045182922
0.0106091,0.0342093,-0.0195458,0.00035452,0.000168586,0.00086197,-4.1e-06,0.03891623,-0.062528,-0.000486686,0.000324605,6.4999e-05,0.000112553,0.0011702762,0.0003820383,1.2568443e-07,2.8421239e-08,7.4299228e-07,1.681e-11,0.001514473,0.0039097508,2.3686326e-07,1.0536841e-07,4.22487e-09,-0.02600607,0.026985987,-0.052332709,-0.0059354168,-0.036439414
