global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
706.75311565434	n/a	n/a	499499.96648711705	1060.0154510201558	n/a	n/a	1123632.756401464	731.6235222213397	n/a	n/a	535272.9782675592	817.1712841596454	606.9149816408311	n/a	n/a	n/a	n/a	-0.0083132125	-0.0801698488	-0.24450439219999998	0.19524671579999997	-0.0220888314	0.008389419399999999	-0.002248333	-0.12035341140000001	0.0647532715	0.0934823256	0.0605735357	-0.0889878276	0.1047598116	-0.14742824300000001	0.0004347793	-0.022978392799999997	0.0384022781	-0.059037462400000004	-0.0417279694	-0.2088538277	0.1212761545	0.0802872531	-0.0243113556	0.1224379334	-0.0159365965	0.203280214	-0.0674975968	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0966142	n/a	0.009334303641639998	n/a	-0.030115	n/a	0.000906913225	n/a	-0.0190913	n/a	n/a	0.00036447773569	-0.00711434	n/a	n/a	5.06138336356e-05	-0.00245084	n/a	n/a	6.006616705600002e-06	0.00275142	n/a	7.570312016400002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.8283659661806	-6.92474968815941	47.952158243663824	489759.7418108945	1022.5985282132292	-37.41692280692654	1400.0261123395005	1045707.7499038624	729.7859046805162	-1.837617540823544	3.376838226342369	532587.4666703595	806.8533295869827	581.3805815950699	0.955212	27.296608000000006	0.11125680000000003	0.0594114	0.011228596200000001	-0.06278939089999999	-0.0790161467	0.0619895549	-0.0305067379	0.0812869395	-0.0138705757	-0.06771935030000001	0.0082397517	0.11715961679999999	0.11409616289999999	-0.11606555460000001	0.1151517972	-0.17933527989999998	0.034858247200000005	-0.0792922004	0.0375673863	-0.0379623073	-0.0263764001	-0.0752577793	0.0252644521	0.0044796526	-0.1003209042	0.0679240518	0.1090350721	0.09578267720000001	-0.0163788128	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.116301	0.019686800000000004	0.013525922601	0.0003875700942400002	-0.0298943	0.00022070000000000078	0.0008936691724900001	4.8708490000000337e-08	0.0219735	0.041064800000000005	0.00168631779904	0.00048283470225	-0.00618861	0.0009257300000000004	8.56976032900001e-07	3.82988937321e-05	-0.00245084	0.0	0.0	6.006616705600002e-06	0.00267146	-7.996000000000001e-05	7.136698531600001e-06	6.393601600000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.0991946507445	-2.729171315436133	7.448376068999393	485947.2871827165	1001.9145573167788	-20.683970896450433	427.8266520452085	1003832.7801632768	728.3516771226327	-1.434227557883446	2.057008687792313	530496.1655673519	801.8915793027727	568.5500325223858	0.843191	24.095451	0.2697994	0.16944999999999996	0.021148128	-0.0658191063	0.0241507514	0.0243826023	-0.021980527200000002	0.030801386200000006	-0.0454515322	-0.0027540639	-0.0449959067	0.19085169300000002	0.1836857017	-0.0016933752999999999	0.0929980564	-0.0486563842	0.14257853339999998	-0.0314092078	0.01552821	0.0110641705	0.0166692569	0.0040220722	0.0406911573	-0.1127966337	-0.1175911921	0.0753438986	0.0966125201	0.1058607606	-0.1496877724	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.123662	0.0073609999999999925	0.015292290244	5.418432099999989e-05	0.120062	0.1499563	0.014414883843999996	0.022486891909689995	0.0554316	0.033458100000000005	0.0011194444556100003	0.0030726622785600005	-0.00718619	-0.0009975800000000003	9.95165856400001e-07	5.164132671610001e-05	-0.00280924	-0.00035840000000000004	1.2845056000000004e-07	7.8918293776e-06	0.00289596	0.0002244999999999999	8.386584321599999e-06	5.040024999999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.1363888997362	4.037194248991682	16.29893740409151	491592.2358393621	1005.8565458150363	3.941988498257501	15.53927332039443	1011747.3907589562	731.008658095828	2.656980973195232	7.059547891921482	534373.6582110631	802.9646819364281	579.0907925688423	0.909095	25.978754	0.2069459	0.116246	0.0119995359	-0.047447099900000005	-0.0007106596000000001	-0.0040176431	0.0081197039	-0.0354598623	-0.0010386508	-0.07641826110000001	0.035196447799999996	0.1373111705	0.15515927529999998	-0.046190714199999997	0.090959728	-0.1821538067000001	0.08609343289999999	0.09904551660000001	0.0648702624	-0.039399719300000004	-0.0228815317	0.018803987	0.0273085087	-0.0595915697	-0.20355865059999997	-0.022214072400000003	0.0679176929	0.008643217199999999	-0.1476529114	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.132731	0.009068999999999994	0.017617518360999996	8.224676099999987e-05	0.0242817	-0.09578029999999997	0.00058960095489	0.009173865868089996	0.0204185	-0.035013100000000005	0.0012259171716100005	0.00041691514225	-0.00680223	0.00038396	1.4742528160000002e-07	4.62703329729e-05	-0.00193915	0.0008700900000000003	7.570566081000002e-07	3.7603027225e-06	0.00280834	-8.762000000000006e-05	7.8867735556e-06	7.67726440000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.2986257758353	5.162236876099087	26.64868956495725	498857.74877283344	1016.4866941263133	10.630148311277026	113.00005311974579	1033245.1993358412	733.8954491199103	2.8867910240823	8.333562416722131	538602.5302389148	803.6709443017841	590.0394986515328	0.8986719999999999	25.680891	0.134293	0.06495790000000001	0.0073549697	-0.054914593	-0.0400322157	-0.0207938368	0.0169722351	-0.0593094051	0.027094984500000002	-0.1586303361	0.10300239580000001	0.0624641392	0.1322366212	0.0372562292	-0.0023295680999999998	-0.07919109	0.0660518484	-0.0227974465	0.042680117000000004	-0.0109416029	-0.041335408500000004	-0.0010623509	-0.0016153979	-0.0094405487	-0.2750350237	-0.1294684829	0.0090115779	0.0115307113	-0.1156653148	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.103787	-0.028944	0.010771741369	0.0008377551359999997	-0.0187818	-0.0430635	0.00035275601123999984	0.00185446503225	0.014714500000000004	-0.005703999999999997	3.253561599999997e-05	0.00021651651025000006	-0.00635893	0.0004433000000000007	1.9651489000000054e-07	4.04359907449e-05	-0.00142849	0.00051066	2.607736356e-07	2.0405836801e-06	0.00263067	-0.00017767	6.920424648899998e-06	3.15666289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.9024728794394	1.6038471036041528	2.57232553173943	501125.9111088255	1017.8046035037432	1.3179093774299415	1.7368851271177763	1035926.210913412	736.8061846830867	2.910735563176445	8.472381518740097	542883.3537872469	809.4443663258105	611.4901907933	0.846002	24.175768	0.29103555	0.149552	-0.0083692944	-0.0726239804	-0.042401866600000004	0.0520454729	-0.0058016878	-0.06041252690000001	0.07260472429999999	-0.21985018969999998	0.1456757654	-0.06775443219999999	0.031396148900000004	0.0466901621	-0.0036701158	-0.0101972704	0.07992857219999999	-0.1043824574	0.0531918454	0.09098873029999999	-0.0861343354	-0.0881756926	0.0460278012	0.1052023791	-0.1724527433	-0.17542173940000005	-0.0151324148	-0.073448951	-0.0074807777	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.029626	-0.07416099999999999	0.000877699876	0.0054998539209999975	0.08593789999999997	0.10471969999999996	0.0073853226564099955	0.010966215568089991	0.0192567	0.0045422	2.063158084e-05	0.00037082049489000013	-0.00688822	-0.00052929	2.801479041e-07	4.74475747684e-05	-0.0007906569999999997	0.0006378330000000003	4.068309358890002e-07	6.251384916489995e-07	0.00164554	-0.00098513	2.7078018916e-06	9.704811168999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
704.422688938554	-3.4797839408854543	12.108896275244305	496211.3246914228	1010.5560116230016	-7.248591880741628	52.542084253553455	1021223.4526273882	734.7222907266533	-2.0838939564333714	4.3426140216595295	539816.8444906209	808.0113073013722	610.8335815328376	1.2367260000000002	35.341309	0.58360908	0.277949	-0.0224928696	-0.0609504434	0.0049186598	0.0577489789	-0.0417929367	-0.012622888600000002	0.0535091566	-0.0923896173	0.1258802921	-0.15802926550000002	-0.0107368322	-0.046971107000000005	-0.12594948179999998	0.1366759667	0.0692204204	-0.2709246184	-0.026861353900000003	-0.1071065838	-0.0428674474	-0.048165512300000005	0.062417826600000004	0.1124931867	0.021899004399999998	-0.2121133496	-0.0504584494	0.05795644780000001	0.08225959320000001	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.157212	-0.186838	0.024715612944	0.034908438244	0.00602282	-0.07991507999999997	3.62743607524e-05	0.006386420011406395	0.0765329	0.05727619999999999	0.0032805630864400004	0.0058572847824099996	-0.00603496	0.0008532599999999997	7.280526275999997e-07	3.64207422016e-05	0.00267374	0.003464397	1.2002046573608998e-05	7.1488855876e-06	0.000771601	-0.0008739389999999999	5.95368103201e-07	7.63769375721e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.2216819594116	-2.2010069791423352	4.844431722233267	493115.290613905	1007.446814702013	-3.1091969209886656	9.667105493485401	1014949.084453232	732.9507543612883	-1.7715363653650233	3.138341093810716	537216.8083187816	806.440453387797	604.8901178554481	1.167999	33.377331	0.42519163	0.21365	-0.019962679	-0.0328467228	0.011066225800000001	-0.0188103489	-0.008444640699999999	0.068367775	0.0415595615	-0.043251432400000005	0.0632113158	-0.1585413963	-0.0762668196	-0.1066340512	-0.1409820754	0.0894180637	-0.041892892599999995	-0.09631679	-0.10891678310000001	-0.04455970769999999	-0.0375091125	-0.0195845062	-0.0222970646	0.118937871	0.0793821377	-0.1207925183	0.034182722400000004	-0.044510593700000003	0.1528905905	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.215152	-0.057940000000000026	0.046290383104000014	0.003357043600000002	0.07417279999999997	0.06814997999999997	0.005501604259839995	0.004644419774000396	0.168193	0.0916601	0.008401573932010001	0.028288885249000008	-0.00608304	-4.8079999999999824e-05	2.311686399999983e-09	3.70033756416e-05	0.00384058	0.0011668400000000002	1.3615155856000003e-06	1.47500547364e-05	-0.00216231	-0.0029339109999999996	4.675584536100001e-06	8.607833755921e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.4416271474105	-1.78005481200114	3.168595133728413	490618.473040912	1003.1670859631372	-4.279728738875748	18.316078078358988	1006344.2023597723	730.4406763711853	-2.5100779901030137	6.3004915163995845	533543.5816975947	803.6670330077409	592.9134460134477	1.041232	29.754763	0.3571164000000001	0.168293	-0.0039719328	0.0052423737	0.026952125499999997	-0.0096633958	0.0030246166999999997	0.0334262955	0.019995370800000002	0.030050594	-0.009619915699999999	-0.0425205242	-0.0269741352	0.0109482381	-0.0491644021	-0.014307943100000001	-0.0295314804	-0.0751493514	-0.1290047838	-0.0419849738	-0.0091050571	0.0147810474	-0.0159679563	0.0268258852	0.0369428364	-0.0038331938	0.0001159535	-0.0184096376	0.09516335769999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.178984	0.036168000000000006	0.032035272256	0.0013081242240000005	0.0472371	-0.02693569999999997	0.00223134361641	0.0007255319344899986	0.0965952	-0.0715978	0.005126244964840001	0.009330632663040002	-0.00432336	0.0017596799999999996	3.096473702399998e-06	1.86914416896e-05	0.00239664	-0.0014439400000000005	2.084962723600001e-06	5.743883289599998e-06	-0.000917632	0.0012446780000000006	8.420484874239999e-07	1.549223323684001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.2232707418835	-1.2183564055269471	1.4843923308885432	488913.1823469774	998.4249962531468	-4.7420897099904105	22.487414817596928	996852.4731430962	728.4537110594941	-1.986965311691165	3.9480311498639686	530644.8091563489	800.1184723742308	589.8583106604283	0.802524	22.933323	0.10485349999999996	0.0554159	-0.0054914086	0.0130708571	0.0453812234	-0.0317895481	-0.0014729559	0.0178842421	-0.004126745	0.0909141916	-0.0348784636	0.0336317368	0.044690393700000004	0.0338959654	-0.0506223387	0.0494286815	0.0099804089	-0.0371281801	-0.0351216867	-0.0035758175	0.0174642001	0.0747451336	-0.0251277598	-0.0511042207	0.029207076499999998	0.0252582168	0.0165488106	0.0190425587	0.038817631400000004	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.179701	-0.0007169999999999954	0.032292449401	5.140889999999934e-07	0.06668989999999997	0.019452799999999985	0.004447542762009997	0.00037841142783999937	0.0768538	-0.01974140000000001	0.00038972287396000013	0.0059065065744400005	-0.003554400000000001	0.0007689599999999995	5.912994815999994e-07	1.2633759360000004e-05	0.00196474	-0.0004318999999999998	1.8653760999999983e-07	3.8602032676e-06	-0.000819646	9.798599999999987e-05	6.718195653159999e-07	9.601256195999978e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
